Date,Open,High,Low,Close,Adj Close,Volume
2014-06-20,67.739998,67.769997,65.629997,67.000000,67.000000,1456000
2014-06-23,67.290001,69.419998,66.680000,69.309998,69.309998,1940900
2014-06-24,68.589996,70.959999,68.349998,69.889999,69.889999,1518700
2014-06-25,69.330002,70.680000,68.860001,70.209999,70.209999,1018200
2014-06-26,70.050003,71.629997,69.430000,70.639999,70.639999,951200
2014-06-27,70.330002,71.029999,69.110001,70.000000,70.000000,2662000
2014-06-30,70.230003,71.680000,69.860001,71.330002,71.330002,1076600
2014-07-01,71.730003,73.870003,71.199997,72.139999,72.139999,1593000
2014-07-02,72.190002,72.959999,71.309998,71.889999,71.889999,633600
2014-07-03,71.680000,71.980003,68.699997,69.139999,69.139999,1005200
2014-07-07,68.669998,69.690002,66.910004,67.239998,67.239998,1243700
2014-07-08,66.910004,67.000000,60.230000,60.419998,60.419998,3181900
2014-07-09,60.910000,62.389999,59.740002,61.430000,61.430000,1710800
2014-07-10,58.849998,61.759998,58.279999,60.959999,60.959999,1315400
2014-07-11,60.889999,61.910000,60.750000,61.020000,61.020000,577900
2014-07-14,61.669998,64.570000,61.599998,63.790001,63.790001,1245300
2014-07-15,63.849998,64.230003,60.700001,61.049999,61.049999,1262100
2014-07-16,61.599998,62.090000,60.500000,61.000000,61.000000,682000
2014-07-17,60.500000,61.349998,59.340000,59.680000,59.680000,1215800
2014-07-18,60.759998,61.299999,59.549999,59.689999,59.689999,1097000
2014-07-21,59.950001,61.290001,59.689999,60.930000,60.930000,757700
2014-07-22,61.380001,62.810001,61.259998,61.619999,61.619999,603300
2014-07-23,62.389999,62.619999,61.169998,62.439999,62.439999,509600
2014-07-24,62.389999,64.190002,62.299999,63.980000,63.980000,520300
2014-07-25,64.339996,65.889999,64.290001,64.800003,64.800003,986700
2014-07-28,64.800003,65.139999,63.840000,64.540001,64.540001,677900
2014-07-29,64.699997,65.570000,64.160004,64.720001,64.720001,597100
2014-07-30,65.269997,68.059998,65.000000,67.639999,67.639999,1855600
2014-07-31,67.000000,67.250000,64.000000,65.000000,65.000000,2073200
2014-08-01,67.889999,67.889999,60.529999,61.939999,61.939999,3907300
2014-08-04,62.130001,63.660000,61.220001,63.419998,63.419998,1504600
2014-08-05,62.500000,62.950001,61.320000,62.520000,62.520000,1156700
2014-08-06,61.590000,62.730000,60.860001,61.340000,61.340000,1108900
2014-08-07,62.070000,62.070000,60.450001,61.310001,61.310001,855700
2014-08-08,61.250000,61.250000,59.560001,60.139999,60.139999,1247000
2014-08-11,60.250000,60.470001,58.320000,59.410000,59.410000,1794500
2014-08-12,59.500000,59.770000,57.889999,58.240002,58.240002,1210900
2014-08-13,58.709999,61.500000,58.259998,61.220001,61.220001,1767600
2014-08-14,61.130001,61.299999,59.919998,60.230000,60.230000,805100
2014-08-15,60.689999,61.000000,58.200001,58.990002,58.990002,1636600
